iter	Passed	Remaining
231	36919	42648
232	37073	42482
233	37225	42316
234	37387	42160
235	37545	42000
236	37700	41836
237	37856	41673
238	38017	41517
239	38176	41357
240	38330	41193
241	38489	41034
242	38649	40875
243	38804	40712
244	38967	40557
245	39128	40401
246	39290	40245
247	39444	40081
248	39599	39917
249	39756	39756
250	39913	39595
251	40072	39436
252	40229	39275
253	40384	39112
254	40544	38954
255	40702	38794
256	40856	38630
257	41010	38466
258	41170	38309
259	41334	38154
260	41495	37997
261	41652	37836
262	41809	37676
263	41968	37517
264	42127	37358
265	42286	37199
266	42446	37041
267	42599	36877
268	42754	36714
269	42910	36553
270	43068	36393
271	43227	36234
272	43388	36077
273	43546	35918
274	43706	35759
275	43865	35601
276	44030	35447
277	44189	35287
278	44340	35122
279	44495	34960
280	44650	34799
281	44808	34639
282	44966	34479
283	45118	34315
284	45274	34154
285	45431	33994
286	45584	33831
287	45746	33674
288	45905	33515
289	46066	33358
290	46225	33199
291	46384	33041
292	46550	32886
293	46707	32726
294	46871	32571
295	47024	32409
296	47182	32249
297	47346	32094
298	47510	31938
299	47668	31778
300	47827	31620
301	47982	31458
302	48142	31300
303	48303	31143
304	48463	30984
305	48620	30824
306	48780	30666
307	48944	30510
308	49105	30353
309	49263	30194
310	49419	30033
311	49578	29874
312	49737	29715
313	49899	29558
314	50066	29404
315	50222	29243
316	50386	29087
317	50546	28929
318	50708	28771
319	50867	28612
320	51022	28451
321	51184	28294
322	51343	28135
323	51510	27980
324	51679	27827
325	51846	27672
326	52010	27516
327	52173	27359
328	52337	27202
329	52503	27047
330	52670	26892
331	52840	26738
332	52999	26579
333	53156	26418
334	53311	26257
335	53472	26099
336	53629	25939
337	53786	25779
338	53948	25621
339	54114	25465
340	54280	25309
341	54432	25147
342	54592	24988
343	54750	24828
344	54901	24665
345	55050	24502
346	55206	24341
347	55363	24181
348	55514	24019
349	55670	23858
350	55829	23699
351	55986	23539
352	56144	23380
353	56297	23218
354	56456	23059
355	56616	22900
356	56772	22740
357	56929	22581
358	57084	22420
359	57245	22262
360	57401	22102
361	57560	21942
362	57713	21781
363	57869	21621
364	58024	21460
365	58179	21300
366	58330	21138
367	58483	20977
368	58638	20817
369	58792	20656
370	58957	20500
371	59115	20340
372	59279	20183
373	59435	20023
374	59589	19863
375	59743	19702
376	59899	19542
377	60057	19383
378	60210	19222
379	60361	19061
380	60518	18902
381	60673	18742
382	60830	18582
383	60980	18421
384	61139	18262
385	61296	18103
386	61450	17943
387	61609	17784
388	61772	17626
389	61938	17469
390	62092	17309
391	62250	17150
392	62403	16990
393	62560	16830
394	62713	16670
395	62868	16510
396	63022	16350
397	63180	16191
398	63339	16033
399	63493	15873
400	63647	15713
401	63803	15554
402	63959	15394
403	64117	15235
404	64280	15078
405	64441	14919
406	64595	14760
407	64750	14600
408	64905	14440
409	65058	14281
410	65211	14121
411	65369	13962
412	65527	13803
413	65681	13644
414	65835	13484
415	65987	13324
416	66145	13165
417	66301	13006
418	66455	12847
419	66614	12688
420	66778	12530
421	66934	12371
422	67088	12212
423	67247	12053
424	67410	11895
425	67570	11737
426	67725	11578
427	67884	11419
428	68036	11260
429	68190	11100
430	68348	10942
431	68504	10783
432	68658	10623
433	68817	10465
434	68978	10307
435	69141	10149
436	69306	9991
437	69458	9831
438	69617	9673
439	69775	9514
440	69927	9355
441	70082	9196
442	70240	9037
443	70398	8879
444	70555	8720
445	70706	8560
446	70872	8403
447	71026	8244
448	71180	8085
449	71342	7926
450	71500	7768
451	71664	7610
452	71822	7451
453	71976	7292
454	72137	7134
455	72289	6975
456	72443	6816
457	72599	6657
458	72753	6498
459	72912	6340
460	73066	6181
461	73219	6022
462	73375	5863
463	73533	5705
464	73688	5546
465	73843	5387
466	74001	5229
467	74160	5070
468	74324	4912
469	74482	4754
470	74637	4595
471	74800	4437
472	74957	4278
473	75114	4120
474	75270	3961
475	75425	3802
476	75580	3644
477	75735	3485
478	75891	3327
479	76051	3168
480	76204	3010
481	76359	2851
482	76519	2693
483	76676	2534
484	76841	2376
485	76998	2218
486	77154	2059
487	77311	1901
488	77466	1742
489	77623	1584
490	77788	1425
491	77944	1267
492	78103	1108
493	78262	950
494	78417	792
495	78573	633
496	78730	475
497	78883	316
498	79039	158
499	79196	0
