iter	Logloss
0	0.6678321192
1	0.6452440912
2	0.6245033598
3	0.6023251208
4	0.5853056971
5	0.5723117226
6	0.5534101891
7	0.5354210435
8	0.5190084131
9	0.5049979761
10	0.4908768732
11	0.4786743392
12	0.465300801
13	0.4494339919
14	0.437546332
15	0.4259997621
16	0.4160158532
17	0.4065108351
18	0.3968211483
19	0.3867612044
20	0.3762361524
21	0.3685458494
22	0.3609119473
23	0.3514921067
24	0.3434087868
25	0.3325254061
26	0.3245205523
27	0.316095099
28	0.3075206038
29	0.3013287654
30	0.2928446555
31	0.286698901
32	0.2795605073
33	0.2744328078
34	0.2692259589
35	0.2646929417
36	0.2606466075
37	0.2557603061
38	0.2510505285
39	0.2464899146
40	0.2421586559
41	0.2378869949
42	0.2325736069
43	0.2282901886
44	0.2249298351
45	0.2204338529
46	0.2151410299
47	0.212118477
48	0.2092664165
49	0.2056855259
50	0.2010832514
51	0.1983632416
52	0.1953007805
53	0.1924321066
54	0.1903399311
55	0.1881371248
56	0.1855593714
57	0.1815464772
58	0.1791749741
59	0.1770244306
60	0.1744478503
61	0.1717405607
62	0.168824154
63	0.1661982893
64	0.1637175212
65	0.1611378209
66	0.1582810531
67	0.1567150371
68	0.1548728217
69	0.1525717588
70	0.1503080193
71	0.1487575763
72	0.1470635492
73	0.1451310792
74	0.1432402474
75	0.1418919563
76	0.1401336236
77	0.1387171894
78	0.1374467677
79	0.1357470652
80	0.134326923
81	0.1328960423
82	0.1309497922
83	0.1296785195
84	0.1283222383
85	0.1271096857
86	0.1256915452
87	0.1241830397
88	0.1226660168
89	0.1212995964
90	0.1202141735
91	0.1191805064
92	0.1181081348
93	0.1172535537
94	0.1163203738
95	0.1154056126
96	0.1145595426
97	0.1133205473
98	0.1124760312
99	0.1116030397
100	0.1107299059
101	0.1093971494
102	0.1082530334
103	0.1073650342
104	0.1062380497
105	0.1054524478
106	0.1046699688
107	0.1037536517
108	0.1030997698
109	0.1023108573
110	0.1014399036
111	0.1006585716
112	0.09994906541
113	0.09901730041
114	0.09825501955
115	0.09766963208
116	0.09691455895
117	0.09623691289
118	0.09560861611
119	0.09459916609
120	0.09364954258
121	0.09293709769
122	0.09230720624
123	0.09167852776
124	0.09106456108
125	0.09039610106
126	0.08981356589
127	0.08913403507
128	0.08805525266
129	0.08740073752
130	0.08681860911
131	0.08631080974
132	0.08575723684
133	0.0852784309
134	0.08476465325
135	0.08414807306
136	0.08367481494
137	0.08304415307
138	0.08224647466
139	0.08176859936
140	0.08131135144
141	0.08083487519
142	0.07998210285
143	0.07946595414
144	0.0789303298
145	0.07826410196
146	0.07776673605
147	0.0773154972
148	0.07670148542
149	0.07595131202
150	0.07549195293
151	0.07492958471
152	0.07439954032
153	0.07376662107
154	0.0732675597
155	0.07279931254
156	0.07236276104
157	0.07200845135
158	0.07153136727
159	0.07101378484
160	0.07052867669
161	0.07006484773
162	0.06960969041
163	0.06902031007
164	0.06864101392
165	0.06823469394
166	0.06787652184
167	0.06745524873
168	0.06713321822
169	0.06680537135
170	0.0664495015
171	0.0661095465
172	0.06579791627
173	0.06541833071
174	0.06510285872
175	0.06470841158
176	0.06434123862
177	0.06391011893
178	0.06361236812
179	0.06325757958
180	0.06284025828
181	0.06251044062
182	0.06222027872
183	0.06189375724
184	0.0614592039
185	0.06105944647
186	0.06070795605
187	0.0604188487
188	0.0601198797
189	0.05978308423
190	0.05949607061
191	0.05914270244
192	0.05888721375
193	0.05860977012
194	0.05833890074
195	0.05798909372
196	0.05766193422
197	0.05731143096
198	0.05701399274
199	0.05671124081
200	0.05646706597
201	0.05600511648
202	0.05572555108
203	0.05541880508
204	0.05516091819
205	0.05490152406
206	0.05448032931
207	0.05418828005
208	0.0538944873
209	0.05369693619
210	0.05343892822
211	0.05313388797
212	0.05287055987
213	0.05263850382
214	0.05225505748
215	0.05192293168
216	0.05167357328
217	0.05139042498
218	0.05110678627
219	0.05087539492
220	0.05067881291
221	0.05044344517
222	0.05019742575
223	0.04997970948
224	0.04977447641
225	0.04955176483
226	0.04931121636
227	0.04908625069
228	0.04887246735
229	0.04856823384
230	0.04830311998
231	0.04806300459
232	0.0477594205
233	0.04752299203
234	0.04734395675
235	0.04706997108
236	0.04687634507
237	0.04658603191
238	0.04635347479
239	0.04610023683
240	0.04581130393
241	0.04558250038
242	0.04526199826
243	0.04506667202
244	0.04481524837
245	0.04459327679
246	0.04433259493
247	0.04411904673
248	0.04392850496
249	0.04363759463
250	0.04335598829
251	0.04311552072
252	0.04291487202
253	0.04275523446
254	0.04257834248
255	0.04241521065
256	0.04226696573
257	0.04208863385
258	0.04189006383
259	0.04171386982
260	0.04153710652
261	0.04138379145
262	0.04117284543
263	0.04099771975
264	0.04077729365
265	0.04055503863
266	0.04036759823
267	0.04007359294
268	0.03986598463
269	0.03969991915
270	0.03954118531
271	0.03938425758
272	0.03916152244
273	0.03899954557
274	0.03882486109
275	0.03862099636
276	0.03845228875
277	0.03821837477
278	0.03809908004
279	0.03789076751
280	0.03775191247
281	0.03755906077
282	0.03742659711
283	0.03715230361
284	0.03702105545
285	0.03685960462
286	0.03667726988
287	0.0365384302
288	0.03640135323
289	0.03626124497
290	0.0361158985
291	0.03595020966
292	0.03579858767
293	0.03558080624
294	0.03542671508
295	0.03529888947
296	0.03515473644
297	0.03500219835
